Name,Industry,City,Phone Number,Company Domain Name,Company owner,Lead Source,Lead Source Detail,CR Number
مصنع صحارى اثير للعطورات,الكيماويات المتخصصة,منطقة الرياض,966555477426,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010266108.0
مصنع الشركة الخليجية لمعالجة وتدوير النفايات,الكيماويات المتخصصة,منطقة الرياض,500914447,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010228291.0
شركة مصنع محطات ولوحات الجزيرة الكهربائية المحدودة,الالات والمعدات,منطقة الرياض,555203405,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010069891.0
مصنع أنظمة مشاريع الإعلان,صناعة المعادن,منطقة الرياض,966503402274,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010145796.0
مصنع الشركة الوطنية للأسلاك والكابلات,صناعة المعادن,منطقة مكة المكرمة,555662878,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4030219715.0
مصنع مخابز الهطلاني الاتوماتيكيه,الأغذية,منطقة القصيم,966558534919,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1128000356.0
مصنع الجزيرة لمركبات البلاستيك,منتجات البلاستيك والمطاط,منطقة القصيم,555567170,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1129000399.0
مصنع العازب للمنتوجات الاسمنتية,مواد البناء,منطقة جيزان,966555745755,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,5906006862.0
مصنع العازب للمنتوجات الاسمنية,مواد البناء,منطقة جيزان,966555745755,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,5901006863.0
مصنع عالم الخليج للحجر الصناعي,مواد البناء,المنطقة الشرقية,508143680,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2051035729.0
مصنع محمد عوضه الشمراني للصناعات المعدنية,السيارات,المنطقة الشرقية,592222757,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2050020381.0
مصنع تقنية المشغولات الحديدية,صناعة المعادن,منطقة الرياض,966554466720,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010173635.0
مصنع سليمان بن صالح بن حمد العوض للمنتجات الاسمنتية,مواد البناء,منطقة القصيم,966504954594,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1132004818.0
مصنع فيتو للصناعات المعدنية,صناعة المعادن,منطقة الرياض,966506200232,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010175288.0
مصنع جميل غلام بخش للصناعه,الالات والمعدات,منطقة مكة المكرمة,966500208888,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4031008173.0
مصنع محمد سلمان الحاجي للرخام,مواد البناء,المنطقة الشرقية,504932647,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2251001220.0
مصنع محمد بن منصور بن عبدالله الجديعي للصناعة,منتجات البلاستيك والمطاط,منطقة الرياض,966505118078,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010185678.0
مصنع صالح عيد الصاعدي للمنتجات الاسمنتيه,مواد البناء,المنطقة الشرقية,500012068,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2511013941.0
مصنع الأبوين للخرسانة الجاهزة,مواد البناء,منطقة عسير,504701800,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,5859003126.0
مصنع حول الشاطئ للتمور,الأغذية,المنطقة الشرقية,966598512926,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2252032998.0
مصنع علي سليمان العسيري للبلاستيك,منتجات البلاستيك والمطاط,منطقة عسير,966508075799,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,5855031197.0
مصنع الحبيبات النقية للمواد البلاستيكية,الكيماويات الأساسية والمتوسطة,منطقة الرياض,966546797765,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010258541.0
مصنع باعقيل للرخام والجرانيت الوطني,مواد البناء,منطقة مكة المكرمة,966504320236,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4030161442.0
مصنع المزارع لأسلاك التربيط,صناعة المعادن,منطقة الرياض,966559299946,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010219502.0
مصنع قطرات الجزيرة لصناعة خزانات ومنتجات البولي ايثيلين,منتجات البلاستيك والمطاط,منطقة عسير,966534944765,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,5855026904.0
مصنع بلوك الدمام للصناعة,مواد البناء,منطقة عسير,966544611162,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,5850051493.0
مصنع سعيد عبدالله القحطاني للإسفلت,منتجات تكرير النفط,منطقة عسير,966547222268,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,5855033623.0
مصنع تاكي للصناعة,الأغذية,المنطقة الشرقية,966502188346,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2511006626.0
مصنع حلويات شركة القصور للحفلات والتموين المحدودة,الأغذية,منطقة مكة المكرمة,966593279505,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4031052937.0
مصنع ريتاج نجد للمنتجات البلاستيكية,منتجات البلاستيك والمطاط,منطقة الرياض,966557000086,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010469320.0
مصنع جهز فهد الحربي للهياكل المعدنية,صناعة المعادن,منطقة القصيم,500160064,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1132010210.0
مصنع فرج عبد الرحمن الصائغ للخرسانة الجاهزة,مواد البناء,منطقة الرياض,508999717,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010009582.0
فرع الشركة المتحدة للصناعات الحديثه للمنتجات الاسمنتية,مواد البناء,منطقة الرياض,593011011,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1185003371.0
مصنع البلك العمراني المعزول,مواد البناء,منطقة الرياض,505467869,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1173000319.0
شركة نور الوطن للصناعة,الأغذية,منطقة الرياض,966505617424,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010225194.0
